username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Robert Makes Games,20491536,Seattle,2023-01-19 21:53:42,I hope in light of continued mass layoffs more people will realize that our country's system of tying healthcare an… https://t.co/WP3Jgwbp9G,69,TweetDeck,
teena thach 🌙,57280645,tacoma/seattle,2023-01-19 21:21:34,"Puffy Pandy was started by Donna, a creative baker and entrepreneur, who credits her first love of making desserts… https://t.co/z7yNQmbuB1",0,Twitter for iPhone,
TMJ-WAT Nursing Jobs,120647454,"Tacoma, WA",2023-01-19 21:21:24,Looking to score a job at Aveanna Healthcare? You're in luck. Click the link in our bio for the job description and… https://t.co/zwz6hSLNB1,0,CareerArc 2.0,"{'type': 'Point', 'coordinates': [-122.336407, 47.6084921]}"
Steven,2293242434,"Gig Harbor, WA",2023-01-19 21:08:37,@iancwelker007 @kylegriffin1 I’m in the NW and $150 a week is impossible unless eating like crap. I don’t buy mass… https://t.co/EUK0hZvEtU,0,Twitter for iPhone,
Mosio | for Research,11006,San Francisco | Seattle,2023-01-19 21:06:01,"Top Healthcare Predictions for 2023: HIT Analytics, mHealth, EHR, HITS https://t.co/JsGF1VPkHH #futurehealthcare… https://t.co/tvjcwSuVsP",1,Buffer,
JibrilR,912351330630430720,"Edmonds, WA",2023-01-19 21:02:08,@BrandiKruse @GovInslee I was vaccinated because I work in healthcare. But I still caught Covid after my son went b… https://t.co/T4EGf5CWe0,0,Twitter for iPhone,
Corinne Stroum,3152877917,"Seattle, WA",2023-01-19 20:57:40,"""How is it that, in all other industries, this stuff is happening but in #healthcare there is a cloak of ""paralysis… https://t.co/1oEkyfHOBq",1,Twitter Web App,
Blue,1359354625946652676,Seattle,2023-01-19 20:50:32,"@altuvesabs @RoKhanna Honestly, all public goods should be free. Healthcare, education, emergency services at the very least.",0,Twitter for Android,
ARVRhealth.com,1053759388077350912,"Seattle, WA",2023-01-19 20:28:52,"""Virtual Reality to Help Patients Recover""
Read more: https://t.co/AUHDy4XtyM
#arvrhealth #health #healthcare… https://t.co/WZfS4ZsgV2",1,TweetDeck,
Donny,278899384,"Seattle, WA",2023-01-19 20:21:06,@wafflehaus_rx Thank you for all you do. But I wish healthcare providers weren't stretched so thin. Sounds stressful 😮‍💨,0,Twitter for Android,
GoGoGregor,1165032365501992961,"Seattle, WA",2023-01-19 20:14:52,For anyone wondering how being a healthcare provider works…I spent an hour catching up to 30+ messages from patient… https://t.co/HhDagChdfB,0,Twitter for iPhone,
Yvonne Lam,1051845583,"Seattle, WA",2023-01-19 20:13:33,"I've never seen anyone use it this way, but the benefits meeting would be a fantastic opportunity for radicalizing… https://t.co/ndoPXlE8Rd",1,Twitter Web App,
Mosio | for Research,11006,San Francisco | Seattle,2023-01-19 20:09:01,Telehealth Can Support Care of Young Children with Developmental Delay https://t.co/fT5zzBSb3x #telehealth… https://t.co/DsMcgW7CbR,0,Buffer,
Yvonne Lam,1051845583,"Seattle, WA",2023-01-19 20:07:10,"People will say things like ""if you put your health care on your personal card and reimburse through your HSA, you… https://t.co/ceusrLF4hT",0,Twitter Web App,
Blue Tigress 🇺🇦💙💛 🌻💙🌊,28847655,Seattle,2023-01-19 19:55:21,@JDVance1 You guys can't even get healthcare and infrastructure off the ground - what makes you think this is any different,0,Twitter Web App,
Cindy Erickson,1503900330823610368,"Snohomish, WA",2023-01-19 19:52:59,"@healthbyjames Yep, the reason I quit working in healthcare. Even though I miss the patients, I had to stay in cont… https://t.co/2eb8KR22Li",0,Twitter for iPad,
Cynthia,16956161,"Seattle, WA",2023-01-19 19:48:06,@RepChrisStewart How about we start by making you all pay for your own healthcare and retirement plans? And then st… https://t.co/2wYOM9xzNh,0,Twitter for iPhone,
Omaha Sternberg,14181659,"Burien, WA",2023-01-19 19:41:50,@hannahmhansen @SBWorkersUnited @elfsternberg I would really like to have seen it; there are a lot of trans people… https://t.co/m2TrmX1WpL,0,Twitter for iPhone,
Ianus J. Wolf,323478523,"Renton, WA",2023-01-19 19:38:39,@kjatar I really wish there was a decent way you could bring civil suit against the politician for making your heal… https://t.co/8NYE333vX6,0,Twitter Web App,
Jen K,12331802,"Kenmore, WA",2023-01-19 19:36:02,@RevMelanieNOLA Culture of walking more and universal healthcare?,0,Twitter for Android,
Workers Strike Back,1614758386955915265,United States,2023-01-19 19:31:07,"🔥 OUR DEMANDS 🔥

➡️ Workers Need a Real Raise
➡️ Good Union Jobs for All
➡️ Fight Racism, Sexism &amp; All Oppression… https://t.co/05PqXTgWuP",46,Twitter for iPhone,
Kathleen Lovlie,608233160,"Bremerton, WA",2023-01-19 19:26:33,@nola_creole It’s not getting any better until we get single payer healthcare. We need to get the profit out of it. https://t.co/158LOY26wd,0,Twitter for iPhone,
2nd Watch,1347232070,"Seattle, WA",2023-01-19 19:25:15,Adopting the value-based care model inspires more #healthcare organizations to revisit their #datamanagement. Jim A… https://t.co/A5whFzwpka,0,Pardot,
JT Garwood,1408542982593138689,"Seattle, WA",2023-01-19 19:09:47,"The Pulse newsletter by @bttnusa just keeps getting better and better.

Want to know what's going on in Healthcare?… https://t.co/PUkGRgGnbK",0,Twitter Web App,
Gates Foundation,17899109,"Seattle, Washington",2023-01-19 19:00:05,"Despite revolutionary advances being made in healthcare, issues affecting women are often left out of the conversat… https://t.co/CjwRvofttz",13,Khoros Publishing App,
Defined Risk,2477885491,"Seattle, WA",2023-01-19 18:50:56,"@OrderflowES 3) remove any certificate of need requirements for new healthcare facilities.
4) national tort reform… https://t.co/SM595vdxRr",0,Twitter for iPhone,
Virginia Mason Institute,2802493319,"Seattle, WA",2023-01-19 18:35:44,Can you identify the seven wastes in healthcare? Each waste impacts our team members and this fundamental concept c… https://t.co/hdLX09e4Hd,1,Twitter Web App,
Dean Da Costa,19741911,"Kent, Wa",2023-01-19 18:34:05,LRS Healthcare taps CFO to lead as president https://t.co/2thVRPYjNU,0,dlvr.it,
Corinne Stroum,3152877917,"Seattle, WA",2023-01-19 18:32:40,Join me *in 30 min* for a live session with @HITHealthIMPACT &amp; @SharpIndex to learn about how @DrDevikaB is creatin… https://t.co/h6oXcCNMtJ,2,Twitter Web App,
Jill S.,143694663,"Seattle, WA",2023-01-19 18:26:42,"how many fucking apps do I need for healthcare? Personally, I would prefer ZERO fucking apps.",0,Twitter Web App,
Mosio | for Research,11006,San Francisco | Seattle,2023-01-19 18:16:01,How technology will shape healthcare in 2023 https://t.co/VYq1Ytf3hV #healthcare #HealthTech #futurehealthcare… https://t.co/j4H72g9Jbx,0,Buffer,
UW CME,722499443208036352,"Seattle, WA",2023-01-19 18:11:28,Join us for updates on #womenhealthcare Register at https://t.co/6oGTZSCNgt #womenshealth #primarycare #cme… https://t.co/utcVWImYV8,1,Twitter Web App,
Mike Garry,1570597422937829377,Schedule a Call,2023-01-19 18:05:12,"@RahulChhajedHRE thats awesome. i love how healthcare pros can get into the business space! after all, they do put… https://t.co/jMlC1AMo76",0,Hypefury,
Tableau,14792516,"Seattle, WA",2023-01-19 18:00:27,"For the healthcare supply chain, investing in digital operations is critical.

Anticipate disruptions, increase cos… https://t.co/xWLSrckevk",1,Sprout Social,
Catherine,1506812152190955520,,2023-01-19 17:42:15,Private for profit health insurance should be illegal. Health insurance isn't HEALTHCARE. #M4A https://t.co/6mtkfKzUST,0,Twitter for Android,
Paul Francis,894748086777532420,"Seattle, WA",2023-01-19 17:35:00,Congratulations to @SBCTCWashington Board Member Martin Valadez on receiving the 2023 Martin Luther King Jr. Spirit… https://t.co/S5luCHBAXf,1,Twitter Web App,
Vālant EHR,16632321,"Seattle, WA",2023-01-19 17:03:34,"2/6 Patient portals allow patients to easily access their health information, communicate with their care team, and… https://t.co/CHjx9Pjebb",0,Twitter Web App,
Proprio,1153443694629965824,"Seattle, Washington",2023-01-19 17:00:27,One of the top innovation trends in 2022 was the increased use of #AI and #machinelearning in healthcare. AI-aligne… https://t.co/mJAAgKQqbX,0,Sprout Social,
The Geneva Foundation,1631236537,"Tacoma, WA",2023-01-19 16:04:09,#ICYMI | Veterans in acute suicidal crisis can now go to any VA or non-VA health care facility for emergency health… https://t.co/WN6b1IUAAz,0,HubSpot,
WA Health Alliance,16891021,"Seattle, WA",2023-01-19 15:51:00,"Keynote: ‘The future of healthcare in Washington State’ with Sue Birch and Drew Oliveira – State of Reform

Some co… https://t.co/Xg4x9HYM3l",1,Twitter Web App,
Dr Katerina Kolyva,2156890678,London and Kent ,2023-01-19 15:39:55,"Great visit to @EdinburghUni today to celebrate healthcare education, and research. Thank you to the Principal Prof… https://t.co/6OClEvZQVj",1,Twitter for Android,
Jefe de Queso,14140894,Seattle,2023-01-19 15:37:11,"@knight_pen @MJennarocity @pattyjolicoeur Apart from healthcare workers, who is required to get boosters? Most peop… https://t.co/cXJIUtRtme",0,Twitter Web App,
The Predictament 🪳,108147380,"Seattle, WA",2023-01-19 15:18:01,This is @GovInslee - still clinging to the lie that the 💉 is “safe and effective.”  Our healthcare system is in cri… https://t.co/nupEf1OvVx,69,Twitter for iPhone,
AlgosRus.com,946738256774705153,"Seattle, WA",2023-01-19 15:10:30,"On-Demand Healthcare services like On-demand doctor, nurse or mental health

https://t.co/ZgZ8N40WVQ",0,Twitter Web App,
Matt Heinz,1069351,"Redmond, WA",2023-01-19 14:08:03,2023 Trends for B2B Healthcare Marketers https://t.co/q4qtQzAmw3,1,dlvr.it,
United Parents for Edmonds School District,1479642215643181061,"Edmonds, WA",2023-01-19 14:02:48,Bad idea - learned the medical industrial complex is colluding with government.  @DanCrenshawTX voted for vaccine d… https://t.co/Z32MXBEngc,0,Twitter for iPhone,
sharanc,894643992,Bellevue,2023-01-19 14:00:08,"@POTUS Great question… what all challenges we have? I thought you’d made America 🇺🇸 a challenge free , pollution fr… https://t.co/6s6tYeuCFX",0,Twitter for iPhone,
AlgosRus.com,946738256774705153,"Seattle, WA",2023-01-19 13:57:57,Calling all doctors! Join our on-demand telemedicine platform and provide quality healthcare to patients from the c… https://t.co/Nlv1NtLSv2,0,Twitter Web App,
shannon carter price,80228911,seattle,2023-01-19 10:56:43,"@TomiLahren I agree they can be annoying as a driver, but a ton of ppl use them in Seattle. It’s good for the envir… https://t.co/wFP51HSDzk",0,Twitter for iPhone,
FocusGroups.org,3726519792,"Seattle, WA",2023-01-19 09:19:09,"Online Focus Group for Women on Healthcare &amp; Wellness in Charlotte 
https://t.co/FdJptZwxzD https://t.co/NapUNnYULG",1,Zapier.com,
Leif Giering,289000474,Seattle,2023-01-19 09:02:08,@SallyMayweather Even independent NGOs acknowledge that Cuba has good healthcare.,0,Twitter Web App,
kmfm news,288993240,Kent,2023-01-19 08:52:18,NEWS: Nurses will be joined by ambulance workers in fresh strike action next month #kmfmnews https://t.co/c0t0lI4VIO,0,TweetDeck,
Dr Katerina Kolyva,2156890678,London and Kent ,2023-01-19 08:47:27,So where does this position us @councilofdeans in terms of healthcare research influencing? Any thoughts 💭 please share here.,0,Twitter for Android,
Drew,1594722529507434501,"Seattle, WA",2023-01-19 08:35:35,Cutting Planned Parenthood Funding Does NOT Effect Access to Healthcare https://t.co/aq98ZbAPsD via @YouTube,0,Twitter for iPad,
Mark rewired,55019353,"Seattle, WA",2023-01-19 06:44:06,"@justicar I hear you, and somewhat agree. I think I more hate that it would be a healthcare provider that gouges us… https://t.co/1MwfoDqC4S",0,Twitter for iPhone,
Mark rewired,55019353,"Seattle, WA",2023-01-19 06:30:00,Honestly if the new @SoundersFC title sponsor is a healthcare company I am going to be extremely pissed. We get rob… https://t.co/ZswJPYAlVK,0,Twitter for iPhone,
Brian Finrow,64348991,"Seattle, Washington USA",2023-01-19 04:52:03,"Main takeaway: after a small profitability bump caused by huge Covid pandemic-related subsidies, the ROI from new-d… https://t.co/jipfGTKoq7",3,Twitter Web App,
FocusGroups.org,3726519792,"Seattle, WA",2023-01-19 04:14:28,"Focus Group for Healthcare Professionals on Negative Pressure Wound Therapy in Tampa 
https://t.co/sgVUwCTL81 https://t.co/UeBpVzNQm3",0,Zapier.com,
FocusGroups.org,3726519792,"Seattle, WA",2023-01-19 04:14:27,"Online Focus Group for Healthcare Professionals 
https://t.co/qR1cAzqACy https://t.co/PFPHBbkUtd",0,Zapier.com,
Raymond R Price (Posadist-Sasquatchist),1730850955,"Seattle, Washington",2023-01-19 04:07:44,"@ArcEng9154644 @prageru @AldoButtazzoni Again, it'll depend on which estimates you listen to, but this study found… https://t.co/6QwHRRT7Ee",0,Twitter for Android,
Leftwing_Birdman,3271282116,"Seattle, WA",2023-01-19 03:47:44,@Akcent2221 I think the media in the US and capitalist healthcare do push transition surgeries for monetary gain.… https://t.co/OaYr7BAnuk,0,Twitter for iPhone,
BelleMorte1979,1341239252961521665,"Seattle, Washington",2023-01-19 03:27:28,@DungeonGlitch My job in healthcare IT is bad. Terrible boss the whole nine. I'm staying because I want tech to reb… https://t.co/uU5LiipsuW,0,Twitter for Android,
webber,24920902,"Seattle, WA",2023-01-19 03:22:57,@mikeeternal @JeremiahOshan Gotta love healthcare systems sponsoring sports teams. Really makes sense with the risi… https://t.co/zaf7LWGXuA,0,Twitter for iPhone,
FocusGroups.org,3726519792,"Seattle, WA",2023-01-19 03:11:18,"Focus Group for Healthcare Professionals in Raleigh 
https://t.co/6ubOTh7pdM https://t.co/Dr5vGrHNCr",0,Zapier.com,
Nastasia Elise Tebeck ☕️🐢,98424823,"Seattle, WA",2023-01-19 03:04:55,@brad_frost My PCP told me the Shingles vaccine is safe for all ages but *insurance companies* don’t want to cover… https://t.co/obTdpXubj7,0,Twitter for iPhone,
Russ Andes,14936247,"Seattle, WA, USA",2023-01-19 03:00:58,"@lakelife1969 @ericszyszka @POTUS I literally just finished listening to an episode he created that I got for free,… https://t.co/pJy2uJAwUm",0,Twitter for iPhone,
Joyce Park,37114816,Bothell,2023-01-19 02:19:19,@wrathofgnon That's not how the US healthcare system works :/,0,Twitter Web App,
Creativity is a quiet mind and disciplined eye.🥑,29597605,"Seattle, WA",2023-01-19 02:14:18,@georgiagirlsara @dianeretire1 When is it ever ok for healthcare works to be sick at work if they work directly wit… https://t.co/PAYuCaFe6V,0,Twitter Web App,
Raymond R Price (Posadist-Sasquatchist),1730850955,"Seattle, Washington",2023-01-19 02:13:30,@ArcEng9154644 @prageru @AldoButtazzoni Capitalism kills 10-20 million people per year around the world through lac… https://t.co/rkRp4rvqei,0,Twitter for Android,
Help Texts,908202142183301121,"Seattle, WA",2023-01-19 02:00:32,"As a part of our new Help Texts for Healthcare Workers service, we partnered with Gabby Jimenez to write a series o… https://t.co/TYdxKfuWdd",0,Loomly,
Phillip Broussard,900795181783543810,Seattle WA,2023-01-19 01:51:35,"Universal healthcare isn’t socialist. It’s Pro-small Business. As a small business owner, I know that benefits are… https://t.co/bDbEcTn69c",0,Twitter Web App,
Jay 钻升 Falk,2813805938,"Seattle, WA",2023-01-19 01:38:53,@darencard Agreed. In particular I don’t see why institutions don’t pick up the tab for healthcare in the same way… https://t.co/1U6GOk7IpM,0,Twitter for iPhone,
Daniel Newton (he/him),270131568,"Seattle, WA",2023-01-19 01:38:27,@Walter34728 @DC10071123 @RepJayapal I mean you and DC were the ones lying and claiming it isn't healthcare. Denyin… https://t.co/dl9vTMlcD4,0,Twitter Web App,
Online Metals,1436731717,"Seattle, WA",2023-01-19 01:30:19,"Siemens Healthineers launches Laboratory equipment R&amp;D centre in Swords, Ireland to explore breakthrough healthca... https://t.co/U7485Jw4UF",0,Sprout Social,
Ann Marie 🌻 🐕,2542706701,"Seattle, WA",2023-01-19 01:06:07,"@SpeakerMcCarthy Not our rights to body autonomy, to love who we love, to vote, to affordable healthcare, to not ha… https://t.co/kJKil1nHbM",0,Twitter for iPhone,
Spicy Ibis,2553342972,"On the border, by the sea",2023-01-19 01:05:51,"@SenTedCruz Sooo, raise the minimum wage, tax corporations their fair share, remove taxes on social security income… https://t.co/7mERqaK75I",0,Twitter for iPhone,
"buccal fat restoration services, LLC.",241999347,"Seattle, WA",2023-01-19 00:55:03,@nathaliejacoby1 Literally any healthcare at all.,0,Twitter for iPad,
Daniel Newton (he/him),270131568,"Seattle, WA",2023-01-19 00:50:12,@Walter34728 @DC10071123 @RepJayapal But you've already agreed there are cases where abortion is healthcare (ectopi… https://t.co/T0mvx9wOQ5,0,Twitter Web App,
Jeff Miller,8253712,"Seattle, Washington USA",2023-01-19 00:44:50,@QueerBogWitch (rubs 4:42pm shadow) maybe we need a shower pact. [but otherwise it was a good day for job related c… https://t.co/NeF66z3eQ9,0,Twitter Web App,
Daniel Newton (he/him),270131568,"Seattle, WA",2023-01-19 00:43:50,@DC10071123 @Walter34728 @RepJayapal So you agree it's healthcare and up to the parent based on their intimate know… https://t.co/T4a4ChF87d,0,Twitter Web App,
Daniel Newton (he/him),270131568,"Seattle, WA",2023-01-19 00:42:56,"@Walter34728 @DC10071123 @RepJayapal What free healthcare, I'm a fucking cancer patient and even with the ACA and E… https://t.co/RDlXAhCWMJ",0,Twitter Web App,
Jake Friedman,154909995,"Seattle, WA",2023-01-19 00:34:02,@XeoMafia @xHSx_Ninja @tomwarren 6 months healthcare &amp; 60 days above market average (whatever that means) severance… https://t.co/xRBihy2PSF,0,Twitter Web App,
Daniel Newton (he/him),270131568,"Seattle, WA",2023-01-19 00:19:10,@DC10071123 @Walter34728 @RepJayapal Sounds like Abortion is healthcare.,0,Twitter Web App,
Rachael S,220427090,Seattle,2023-01-19 00:15:38,"@OzraeliAvi @ezralevant 1. Pfizer is a despicable company &amp; healthcare shouldn't be privatized
2. The vaccine was c… https://t.co/dZNV9cTdXW",1,Twitter for Android,
Daniel Newton (he/him),270131568,"Seattle, WA",2023-01-19 00:13:05,@DC10071123 @Walter34728 @RepJayapal So it's healthcare sometimes and not other times but you can't draw a clear bo… https://t.co/MNZhVBk6Y3,0,Twitter Web App,
"Amber, RRT 🎃",1475929810647932929,"Seattle, WA",2023-01-19 00:04:03,"When I became a healthcare practitioner, I started to learn HOW to REALLY listen (with the help of @drkathrynmannix… https://t.co/aqzmiSU4HQ",0,Twitter for iPhone,
"Amber, RRT 🎃",1475929810647932929,"Seattle, WA",2023-01-18 23:48:02,"@GkuhnRRT We’ve had SO a much discussion about this in the department!

Also this week- when a healthcare provider… https://t.co/lWA5J8lgfO",0,Twitter for iPhone,
BlueBin,2434154126,"Seattle, WA",2023-01-18 23:11:16,"As a time-saving solution, automation will always be king. Analytics software and ordering, receiving, and warehous… https://t.co/BFT5sDbST6",0,Revive Social App,
University of Washington School of Medicine,1551616469623918593,"Seattle, WA",2023-01-18 22:49:04,"Smart dialogue here about challenges of adding #wellbeing &amp; resilience to medical education, medicine &amp; healthcare… https://t.co/J7spYHGvPl",0,Twitter Web App,
porter ☭,1371344914487779328,"Seattle, WA",2023-01-18 22:49:02,"@BandsIsland Well sure im not expecting you to do that for me, im just saying if not nationalizing healthcare and p… https://t.co/MyOiZ4mP5R",0,Twitter for iPhone,
AlgosRus.com,946738256774705153,"Seattle, WA",2023-01-18 22:46:01,Nurses are the backbone of the healthcare system. They work tirelessly to care for their patients and make sure the… https://t.co/AGmt9l0vS6,0,Twitter Web App,
Prannay P,1583864145359044608,Seattle,2023-01-18 22:41:00,Nurses are often the unsung heroes of the healthcare world. They work long hours and deal with some of the toughest… https://t.co/DSP8GqtUFr,0,Twitter Web App,
porter ☭,1371344914487779328,"Seattle, WA",2023-01-18 22:38:58,"@BandsIsland I mean the things that Midwestern marx promotes like pulling out of wars, nationalizing healthcare and… https://t.co/fuO5rqE1HK",0,Twitter for iPhone,
Burning_Rabbit,1439461109468119043,"Seattle, WA",2023-01-18 22:19:54,@marceloclaure @wef Only focus on the things you can control...like we control the medical drinks and I'm just gett… https://t.co/h9zccHLNhx,0,Twitter for Android,
David Houlding,31855697,"Seattle, WA",2023-01-18 22:09:58,Healthcare CISO Group Focuses on Third-Party Risk Challenges | @healthinfosec https://t.co/IKoUcvEv8C Great article… https://t.co/h3LarD2aYh,0,Twitter Web App,
PNWdefeatdarkness,1304203530002075648,"Clinton,WA",2023-01-18 21:59:05,@ChrisMurphyCT Does this fund Healthcare for all. FULLYFUND public Schools? Etc no it doesn’t so we still have to f… https://t.co/ROswdNnSeu,0,Twitter for iPad,
Casey,1426729377421688835,"Seattle, WA",2023-01-18 21:50:54,@AshleeMBoyer I would really like my healthcare to acknowledge this! My massage therapist can work near-instant mag… https://t.co/aAx7KfhBqf,0,Twitter for iPhone,
Seattle Children's,16115979,"Seattle, Washington",2023-01-18 21:07:47,"With a commitment to providing quality, equitable healthcare, our providers in the Hand and Upper Extremity Program… https://t.co/l70koxXkM9",0,Twitter Web App,
Aaron Heslip,707410447788474368,"Seattle, WA",2023-01-18 21:01:34,@HasseOrn @scottsantens I think you missed my point. I’m saying suicide is a leading cause of death in teens and yo… https://t.co/tiI2GJL27O,0,Twitter Web App,
UW CME,722499443208036352,"Seattle, WA",2023-01-18 21:00:10,Register https://t.co/6oGTZSCNgt for updates to Women's Healthcare #womenshealth #primarycare #cme @UWashOBGYN… https://t.co/8Jd3m5O7qQ,1,Twitter Web App,
JanetScoop,1148705415909105664,"Seattle, WA",2023-01-18 20:54:14,@patdrodgers @DembaiVT @CTVNews you're a healthcare worker? you don't seem great at it.,0,Twitter Web App,
421STORE,3131063951,"Seattle, WA",2023-01-18 20:49:35,"@p_omukangu Additionally, marijuana use can also lead to decreased fertility in both men and women. It is important… https://t.co/q3nGMDqhks",0,Twitter Web App,
BelleMorte1979,1341239252961521665,"Seattle, Washington",2023-01-18 20:21:17,I've done everything from being a programmer to sys admin to DBA to implementations. I've never worked in the TECH… https://t.co/FxdhXNICAT,0,Twitter for Android,
Barrel Bomb Expert,2230388154,"Seattle, WA",2023-01-18 20:09:56,"Smh before all of this what Ukrainians cared about was food prices, not having any more war in the East, their Heal… https://t.co/syn478H3GQ",0,Twitter for Android,
🇪🇺Blue🇺🇸Tiger🇧🇦Politics🇺🇳,1282164215348736001,"Seattle, WA",2023-01-18 20:04:23,@Newdealdem68 @RuralLeftie98 It’s unfortunate he couldn’t defuse the turmoil in Arab Springs. Despite a tough congr… https://t.co/G8OHUyHOKR,0,Twitter for iPhone,
Brenton⚡️📢,74088354,"Seattle, WA",2023-01-18 20:00:41,@JUNlPER Freelancing lets me be fairly strange and off putting but the benefits are zero and I haven’t built up eno… https://t.co/dRXUTOC2vA,0,Twitter for iPhone,
Kloud Crunch,1368022832425230346,"Seattle, WA",2023-01-18 19:57:01,"Amazon’s new healthcare service to offer COVID-19 treatment plans.

https://t.co/psbO2VmX4Z https://t.co/HZVO0nbVlT",0,Buffer,
Aaron Linde,16900930,"Seattle, WA",2023-01-18 19:56:18,"(btw: this is obviously not intended to be medical advice, I am not a healthcare professional or even marginally in… https://t.co/3qskg3vEej",0,Twitter Web App,
Carrie Matthews,754794399704420352,Seattle,2023-01-18 19:53:03,"This is the U.S. right now: we refuse children healthcare so classmates pitch in and make a child a hand. ""Human in… https://t.co/ivW3drzacB",0,Twitter Web App,
"Mei, Lvl 34 Warlock of the Expensive Paper🏳️‍⚧️🐀",1069709665896849408,"Seattle, WA",2023-01-18 19:49:29,"@BriannaWu If the robots promise free transition healthcare, the machines will win and I will gladly buff their chassis...",0,Twitter for Android,
Boundless Immigration,831559676730888192,"Seattle, WA",2023-01-18 19:36:13,"There’s a lot going on in the world right now, and we could all use some extra support. Here are some top mental he… https://t.co/1nZcqIh7br",0,Sprout Social,
Anita Zaidi,3415738318,"Seattle, WA",2023-01-18 19:35:25,The gender bias in healthcare isn't just unfair—it can cost lives. Improving women's healthcare—from maternal to re… https://t.co/WKxmHbNSSp,11,Khoros Publishing App,
ExtraHop,20643933,"Seattle, WA",2023-01-18 19:28:45,"With the increasing demand for #IoT devices in the field of healthcare, let’s take a closer look into the current s… https://t.co/O7HpryrlcI",0,Sprout Social,
Double Whammy,267812051,Seattle,2023-01-18 19:27:23,"A day in the life of a #cancer patient, dysfunctional U.S. healthcare industrial complex edition. https://t.co/UkB9DVnzBX",1,Twitter Web App,
Daniel Newton (he/him),270131568,"Seattle, WA",2023-01-18 19:25:25,@HuddledMasses1 @PramilaJayapal That law matters to people like me and it's the line between healthcare and death.… https://t.co/YTsVwpMeqA,0,Twitter Web App,
Jenni-Beck,13516442,"Seattle, WA",2023-01-18 19:14:13,"The inevitable result of healthcare being treated as a profit-center. 
'Never thought it would come to this': Thous… https://t.co/lp1wZYzf5z",0,Twitter for iPhone,
Barry Dorrans,1847381,"Seattle, WA",2023-01-18 18:15:18,You have to love a healthcare provider where you can't opt-out of their emails because their opt-out site is broken. Looking at you @Optum,0,Twitter Web App,
"ID Integration, Inc.",2420930665,"Mukilteo, WA",2023-01-18 18:12:28,Our recently updated solutions guide provides a comprehensive overview of how automated data capture helps accompli… https://t.co/GgroithqEu,0,Sendible,
TechPower Solutions,3223639363,"Redmond, WA",2023-01-18 18:08:00,"#Aruba Edge Services Platform (ESP): Connect your business, employees, and devices. 🤝 TechPower suggests checking o… https://t.co/yYOdW6f38y",0,HubSpot,
ANTIFA Super Horse @ The Snowflake ❄,952770537599639552,"Seattle, WA",2023-01-18 18:04:14,"I really wouldn't mind tax season if I got something other than Swine and shitty planes that don't work. Maybe, Hea… https://t.co/5wb5W9tbGi",0,Twitter for Android,
BelleMorte1979,1341239252961521665,"Seattle, Washington",2023-01-18 17:53:48,@rachelbunny33 @cbouzy Gotta go where the demand is. Hard for me to justify jumping into the tech industry when hea… https://t.co/hg00SNdRnU,0,Twitter for Android,
House Call Media,1589741421720121345,"Seattle, WA",2023-01-18 17:44:16,Clearly understanding our passion and purpose and directly relating our goal setting to these elements is important… https://t.co/BiT8BNf6hw,0,Twitter for iPhone,
"Brittney, punch bowl turd ☭",340145013,"Seattle, WA",2023-01-18 17:28:44,"No healthcare or housing tho. No canceling of student debt. Nothing for people here at home, but there’s always mon… https://t.co/lBHHelpsQF",0,Twitter for iPhone,
Steven Chappell,67146174,"Seattle, WA",2023-01-18 17:19:44,@Best4Liberty @BernieSanders Name one country where deregulating healthcare has ever worked,0,Twitter for Android,
Steven Chappell,67146174,"Seattle, WA",2023-01-18 17:18:50,@joshua4liberty @BernieSanders Europe has significantly higher food and drug quality standards than us. They make t… https://t.co/CqfE8T3oTU,1,Twitter for Android,
Trey Bryant,177865660,"Seattle, WA",2023-01-18 17:11:52,@RobertKennedyJr This is a fundamental flaw in our system that has to be changed immediately.  Profit as a motivato… https://t.co/58hrSqxwBC,0,Twitter for Android,
Michael Hobbes,593837736,Seattle,2023-01-18 17:07:48,Some of the worst Twitter brain-rot I've ever seen. Fat people face extremely well-documented discrimination in emp… https://t.co/ImUx3OZ685,145,Twitter Web App,
Save Our NHS Kent,854349630565494784,Kent,2023-01-18 17:04:06,"@wesstreeting 'Private Hospitals coming to the rescue? Labour should know better... Wes Streeting is wrong, evidenc… https://t.co/v8StSqUxVz",0,Twitter Web App,
Cumming Group,365064086,"Seattle, WA",2023-01-18 17:03:06,"We are currently looking for a Healthcare Project Director in Los Angeles, CA. In this role, you will be a member o… https://t.co/bJ7Rl8s6XW",0,Loomly,
Mike Conan,48768474,"Gig Harbor, WA",2023-01-18 16:58:10,@BrandiKruse @KIRONewsradio Ask him why he is mandating N95 masks again for healthcare workers I’m hospitals.  Espe… https://t.co/MOZoaeyn9L,1,Twitter for iPhone,
Jp,894382598109003777,"Seattle, WA",2023-01-18 16:46:16,@SueGarfield5 @BrandiKruse @KIRONewsradio Unmask healthcare workers?  🤣. Have you been to a doctor pre 2020?  I ass… https://t.co/90gxGiazox,0,Twitter for Android,
Metzano,3288093470,"Seattle, WA",2023-01-18 16:42:23,Trans inclusion at work demands broadening healthcare’s scope https://t.co/LTtcVUsFSo #MTZO,0,IFTTT,
